Word,Concreteness,Brysbaert,Muraki,Glasgow,MRC
in time,2.07,2.07,1.75,,
in time for,1.8,,1.8,,
in time of need,2.2,,2.2,,
in today's  world,1.8,,1.8,,
in too deep,2.55,,2.55,,
in touch,2.5,,2.5,,
in touch with,2.1,,2.1,,
in tough,2.15,,2.15,,
in tow,2.8,,2.8,,
in town,3.4,,3.4,,
in tray,4.3,,4.3,,
in triplicate,3.09,,3.09,,
in trouble,2.6,,2.6,,
in trouble with the law,2.5,,2.5,,
in trust,1.7,,1.7,,
in truth,2.3,,2.3,,
in tune,2.7,,2.7,,
in turn,2.5,,2.5,,
in two minds,2.3,,2.3,,
in two shakes,1.8,,1.8,,
in two shakes of a lamb's tail,2.09,,2.09,,
in two ways,3.0,,3.0,,
in unison,2.97,2.97,3.18,,
in unison with,2.45,,2.45,,
in use,3.1,,3.1,,
in utero,3.75,,3.75,,
in vain,1.69,1.69,1.7,,
in view of,2.9,,2.9,,
in virtue of,2.0,,2.0,,
in vitro,3.55,,3.55,,
in vitro fertilization,3.6,,3.6,,
in vivo,3.15,,3.15,,
in vogue,1.88,,1.88,,
in which case,2.7,,2.7,,
in with,1.6,,1.6,,
in with a chance,1.6,,1.6,,
in word and deed,1.7,,1.7,,
in words of one syllable,3.0,,3.0,,
in working order,3.2,,3.2,,
in writing,3.2,,3.2,,
in your bad books,1.67,,1.67,,
in your birthday suit,2.47,,2.47,,
in your corner,2.74,,2.74,,
in your dotage,2.5,,2.5,,
in your dreams,2.3,,2.3,,
in your element,1.4,,1.4,,
in your face,2.18,,2.18,,
in your hair,3.1,,3.1,,
in your mind's eye,1.9,,1.9,,
in your own little world,2.0,,2.0,,
in your own time,2.0,,2.0,,
in your prime,1.9,,1.9,,
in your right mind,2.0,,2.0,,
in's and out's,2.3,,2.3,,
in-between,2.45,,2.45,,
in-depth,2.7,,2.7,,
in-flight,3.18,,3.18,,
in-goal area,3.36,,3.36,,
in-house,3.3,,3.3,,
in-law apartment,3.9,,3.9,,
in-law suite,3.2,,3.2,,
in-laws,3.3,,3.3,,
in-line skate,4.55,,4.55,,
in-line skater,3.82,,3.82,,
in-line skating,4.5,,4.5,,
inability,2.0,2.0,,,
inacceptable,2.04,2.04,,,
inaccessibility,2.23,2.23,,,
inaccessible,2.3,2.3,,,
inaccessibleness,1.96,1.96,,,
inaccessibly,2.11,2.11,,,
inaccuracy,2.69,2.69,,,
inaccurate,2.33,2.33,,,
inaccurately,1.73,1.73,,,
inaccurateness,2.57,2.57,,,
inaction,2.07,2.07,,,297
inactivate,2.28,2.28,,,
inactivation,2.23,2.23,,,
inactive,3.17,3.17,,,
inactively,1.97,1.97,,,
inactiveness,2.27,2.27,,,
inactivity,2.84,2.84,,,
inadaptability,1.7,1.7,,,
inadaptable,1.65,1.65,,,
inadequacy,1.7,1.7,,,
inadequate,1.96,1.96,,,274
inadequately,1.69,1.69,,,
inadequateness,1.65,1.65,,,
inadmissibility,1.64,1.64,,,
inadmissible,1.96,1.96,,,
inadmissibly,1.82,1.82,,,
inadvertence,1.48,1.48,,,
inadvertent,2.14,2.14,,,
inadvertently,1.28,1.28,,,
inadvisability,1.92,1.92,,,
inadvisable,1.29,1.29,,,
inalienability,1.44,1.44,,,
inalterable,2.11,2.11,,,
inalterably,1.68,1.68,,,
inane,1.9,,,2.346,
inanimate,3.24,3.24,,,338
inanimately,1.77,1.77,,,
inanity,2.26,,,,289
inapplicability,1.33,1.33,,,
inapplicable,1.67,1.67,,,
inapplicably,1.76,1.76,,,
inappreciable,1.5,1.5,,,
inappreciably,1.56,1.56,,,
inappreciative,1.68,1.68,,,
inapprehensible,1.62,1.62,,,
inapprehension,1.81,1.81,,,
inapprehensive,1.3,1.3,,,
inapproachability,1.73,1.73,,,
inapproachable,2.25,2.25,,,
inappropriate,1.59,1.59,,,
inappropriately,1.93,1.93,,,
inappropriateness,1.5,1.5,,,
inaptitude,2.04,2.04,,,
inarguable,1.48,1.48,,,
inarguably,1.63,1.63,,,
inarticulate,2.31,2.31,,,
inarticulately,1.54,1.54,,,
inarticulateness,2.04,2.04,,,
inartificiality,1.54,1.54,,,
inartistic,1.89,1.89,,,
inartistically,1.73,1.73,,,
inasmuch,1.2,1.2,,,
inasmuch as,2.2,,2.2,,
inattention,2.13,2.13,,,
inattentive,1.83,1.83,,,
inattentively,2.11,2.11,,,
inattentiveness,1.76,1.76,,,
inaudibility,2.83,2.83,,,
inaudible,2.29,2.29,,,
inaudibly,2.67,2.67,,,
inaugural,2.21,2.21,,,
inaugural address,3.1,,3.1,,
inaugural ball,3.8,,3.8,,
inaugurate,2.63,2.63,,,
inauguration,3.5,3.5,,,305
inauguration day,3.36,,3.36,,
inauspicious,1.61,1.61,,,
inauspiciously,1.78,1.78,,,
inauthentic,2.0,2.0,,,
inboard,2.96,2.96,,,
inboard motor,4.4,,4.4,,
inborn reflex,2.7,,2.7,,
inbound,3.03,3.03,,,
inbounds pass,2.27,,2.27,,
inbox,4.1,4.1,,,
inbred,2.26,2.26,,,
inbreed,2.96,2.96,,,
inbreeding,2.9,2.9,,,
incalculability,1.79,1.79,,,
incalculable,1.96,1.96,,,
incalculably,1.75,1.75,,,
incandescence,2.73,2.73,,,
incandescent,3.0,3.0,,,
incandescent bulb,4.7,,4.7,,
incandescent lamp,4.73,,4.73,,
incandescently,2.42,2.42,,,
incantation,2.89,2.89,,,346
incapability,1.96,1.96,,,
incapable,1.64,1.64,,,317
incapableness,1.86,1.86,,,
incapably,1.58,1.58,,,
incapacitate,2.42,2.42,,,
incapacitation,2.41,2.41,,,
incapacity,1.7,1.7,,,
incarcerate,3.13,3.13,,,
incarceration,3.28,3.28,,,
incarcerator,3.25,3.25,,,
incarnate,2.11,2.11,,,
incarnation,1.68,1.68,,,
incendiary,2.71,2.71,,,
incendiary bomb,4.1,,4.1,,
incense,4.04,4.04,,,499
incense burner,4.73,,4.73,,
incense stick,4.6,,4.6,,
incense tree,4.1,,4.1,,
incense wood,3.5,,3.5,,
incentive,2.26,2.26,,2.75,
incentive option,2.9,,2.9,,
incentive program,2.8,,2.8,,
incentive scheme,2.9,,2.9,,
inception,1.78,1.78,,,
inceptive,1.39,1.39,,,
inceptively,1.84,1.84,,,
incessancy,1.78,1.78,,,
incessant,2.42,2.42,,,
incessantly,2.21,2.21,,,
incest,2.24,2.24,,4.118,
incestuous,2.24,2.24,,,
inch,4.37,4.37,,5.206,451
inch closer,3.73,,3.73,,
inch forward,3.0,,3.0,,
inch steak knife,4.83,,4.83,,
inch up,2.5,,2.5,,
inch-by-inch search,3.4,,3.4,,
inch-perfect,3.0,,3.0,,
inched,2.4,2.4,,,
inchworm,4.81,4.81,,,
incidence,2.2,2.2,,,
incidence angle,3.09,,3.09,,
incident,2.86,2.86,,4.323,340
incident ray,3.6,,3.6,,
incident room,4.1,,4.1,,
incidental,1.74,1.74,,,
incidental expense,3.0,,3.0,,
incidental music,3.47,,3.47,,
incidentally,1.63,1.63,,,
incinerate,3.88,3.88,,,
incineration,3.75,3.75,,,
incinerator,4.78,4.78,,,
incise,2.48,2.48,,,339
incision,4.07,4.07,,,
incisive,1.86,1.86,,,
incisiveness,1.84,1.84,,,
incisor,3.89,3.89,,,
incite,2.47,2.47,,,
incitingly,1.83,1.83,,,
incivility,2.09,2.09,,,
inclemency,2.32,,,,298
inclement,2.42,2.42,,,
inclemently,2.1,2.1,,,
inclination,2.03,2.03,,,
incline,3.97,3.97,,,376
inclined,2.64,2.64,,,
inclined fault,3.1,,3.1,,
inclined plane,3.8,,3.8,,
incliner,2.91,2.91,,,
include,2.48,2.48,,,
included,2.14,2.14,,,
including,2.44,2.44,,,
inclusion,2.21,2.21,,,
inclusive,1.64,1.64,,,
inclusive or,1.9,,1.9,,
inclusively,1.79,1.79,,,
inclusiveness,1.7,1.7,,,
incoercible,1.54,1.54,,,
incognito,1.83,1.83,,,
incoherence,2.04,2.04,,,
incoherency,2.0,2.0,,,
incoherent,2.39,2.39,,,
incoherently,2.1,2.1,,,
incohesion,2.29,2.29,,,
incombustibility,2.12,2.12,,,
incombustible,2.96,2.96,,,
income,3.07,3.07,,,429
income range,2.7,,2.7,,
income statement,4.6,,4.6,,
income support,3.27,,3.27,,
income tax,3.4,3.4,3.1,,
income tax bracket,3.1,,3.1,,
incoming,2.5,2.5,,,
incommensurably,1.75,1.75,,,
incommunicable,1.68,1.68,,,
incommunicative,1.88,1.88,,,
incommunicativeness,1.37,1.37,,,
incomparability,1.64,1.64,,,
incomparable,1.48,1.48,,,
incomparableness,1.64,1.64,,,
incomparably,1.57,1.57,,,
incompatibility,1.79,1.79,,,
incompatible,1.82,1.82,,,
incompatibleness,1.82,1.82,,,
incompatibly,2.19,2.19,,,
incompetence,2.18,2.18,,,
incompetency,1.86,1.86,,,
incompetent,2.03,2.03,,2.882,248
incompetently,2.23,2.23,,,
incomplete,2.21,2.21,,,
incomplete fracture,4.2,,4.2,,
incompletely,2.52,2.52,,,
incompleteness,2.11,2.11,,,
incompletion,2.07,2.07,,,
incompliance,1.96,1.96,,,
incompliant,2.08,2.08,,,
incomprehensibility,1.5,1.5,,,
incomprehensible,1.33,1.33,,,
incomprehensibleness,1.41,1.41,,,
incomprehensibly,1.89,1.89,,,
incomprehension,1.96,1.96,,,
incomprehensive,1.73,1.73,,,
incomprehensively,1.78,1.78,,,
incomprehensiveness,1.74,1.74,,,
incompressible,2.45,2.45,,,
incomputable,1.93,1.93,,,
inconceivability,1.62,1.62,,,
inconceivable,1.38,1.38,,,
inconceivableness,1.74,1.74,,,
inconceivably,1.57,1.57,,,
inconclusive,1.5,1.5,,,
inconclusively,1.73,1.73,,,
inconclusiveness,1.24,1.24,,,
incongruence,2.26,2.26,,,
incongruent,2.35,2.35,,,
incongruently,2.11,2.11,,,
incongruity,1.7,1.7,,,207
incongruous,1.96,1.96,,,
incongruousness,1.84,1.84,,,
inconquerable,1.92,1.92,,,
inconsecutive,2.0,2.0,,,
inconsecutively,1.86,1.86,,,
inconsecutiveness,1.88,1.88,,,
inconsequence,1.28,1.28,,,
inconsequential,1.56,1.56,,,
inconsequentiality,1.39,1.39,,,
inconsequentially,1.48,1.48,,,
inconsequently,1.46,1.46,,,
inconsiderable,1.73,1.73,,,
inconsiderably,1.5,1.5,,,
inconsiderate,2.14,2.14,,,
inconsiderately,1.96,1.96,,,
inconsiderateness,1.65,1.65,,,
inconsideration,1.56,1.56,,,
inconsistence,2.2,2.2,,,
inconsistency,2.21,2.21,,,
inconsistent,2.17,2.17,,,
inconsistently,1.59,1.59,,,
inconsolability,1.89,1.89,,,
inconsolable,2.14,2.14,,,
inconsolableness,1.88,1.88,,,
inconsolably,1.95,1.95,,,
inconspicuous,2.07,2.07,,,
inconspicuously,2.17,2.17,,,
inconspicuousness,2.0,2.0,,,
inconstant,2.07,2.07,,,
inconstantly,1.5,1.5,,,
inconsumable,2.37,2.37,,,
incontestability,1.92,1.92,,,
incontestable,1.79,1.79,,,
incontestably,1.85,1.85,,,
incontinence,3.62,3.62,,,
incontinence pad,4.73,,4.73,,
incontinency,2.54,2.54,,,
incontinent,2.56,2.56,,,
incontrollable,2.27,2.27,,,
incontrovertibility,1.64,1.64,,,
incontrovertibly,1.84,1.84,,,
inconvenience,1.73,1.73,,,
inconvenience oneself,2.4,,2.4,,
inconvenient,1.46,1.46,,,
inconveniently,1.5,1.5,,,
inconvertibility,1.5,1.5,,,
inconvertible,2.07,2.07,,,
inconvertibly,1.46,1.46,,,
inconvincible,1.5,1.5,,,
incorporate,2.15,2.15,,,
incorporated,1.83,1.83,,,
incorporation,2.5,2.5,,,
incorporator,1.71,1.71,,,
incorporeal,1.73,1.73,,,
incorrect,2.07,2.07,,,
incorrectly,2.19,2.19,,,
incorrectness,2.15,2.15,,,
incorrigible,2.11,2.11,,,
incorrigibleness,1.67,1.67,,,
incorrigibly,2.04,2.04,,,
incorruptibility,1.96,1.96,,,
incorruptible,1.86,1.86,,,
incorruptibly,1.81,1.81,,,
incorruption,1.45,1.45,,,
incorruptness,1.71,1.71,,,
increasable,2.04,2.04,,,
increase,2.61,2.61,,,315
increase in,3.0,,3.0,,
increasing,2.45,2.45,,,
increasingly,2.0,2.0,,,
incredibility,1.71,1.71,,,
incredible,1.93,1.93,,2.546,
incredibleness,1.74,1.74,,,
incredibly,1.71,1.71,,,
incredulity,1.91,,,,237
incredulous,2.04,2.04,,,
incredulously,1.46,1.46,,,
incredulousness,1.43,1.43,,,
increment,3.07,3.07,,,322
incremental,2.64,2.64,,,
incremental cost,3.09,,3.09,,
incrementally,2.5,2.5,,,
incriminate,2.07,2.07,,,
incriminating,2.1,2.1,,,
incrimination,1.93,1.93,,,
incriminator,2.48,2.48,,,
incriminatory,1.64,1.64,,,
incubate,3.5,3.5,,,
incubation,3.32,3.32,,,
incubation period,3.5,,3.5,,
incubator,4.65,4.65,,,
incubatory,2.57,2.57,,,
incumbency,1.92,1.92,,,
incumbent,3.18,3.18,,,
incumbent on,2.0,,2.0,,
incumbently,2.0,2.0,,,
incur,2.0,2.0,,,
incurability,1.59,1.59,,,
incurable,1.88,1.88,,,
incurableness,2.27,2.27,,,
incurably,2.27,2.27,,,
incursion,2.67,2.67,,,275
incursive,1.76,1.76,,,
indebt,2.0,2.0,,,
indebted,2.18,2.18,,,
indebtedness,1.93,1.93,,,
indecency,2.0,2.0,,,
indecent,1.86,1.86,,,
indecent assault,2.82,,2.82,,
indecent exposure,3.3,,3.3,,
indecently,1.92,1.92,,,
indecipherability,1.6,1.6,,,
indecipherable,1.76,1.76,,,
indecipherably,2.0,2.0,,,
indecision,1.62,1.62,,,
indecisive,2.0,2.0,,,
indecisively,2.19,2.19,,,
indecisiveness,1.82,1.82,,,
indeclinable,2.2,2.2,,,
indecomposable,2.68,2.68,,,
indeed,1.72,1.72,,,
indefensibility,1.91,1.91,,,
indefensible,1.65,1.65,,,
indefensibly,2.07,2.07,,,
indefinable,1.55,1.55,,,
indefinableness,1.71,1.71,,,
indefinably,1.68,1.68,,,
indefinite,1.36,1.36,,,
indefinite article,2.25,,2.25,,
indefinite call sign,2.8,,2.8,,
indefinite integral,1.82,,1.82,,
indefinite pronoun,2.5,,2.5,,
indefinitely,2.09,2.09,,,
indefiniteness,1.33,1.33,,,
indelible,2.0,2.0,,,
indelible ink,3.8,,3.8,,
indelibly,1.81,1.81,,,
indelicate,2.07,2.07,,,
indelicately,1.54,1.54,,,
indemnify,1.54,1.54,,,
indent,3.07,3.07,,,
indentation,3.92,3.92,,,
indented,3.69,3.69,,,
indentify,2.06,,,2.594,
indention,3.67,3.67,,,
indenture,2.69,2.69,,,
indentured,2.04,2.04,,,
independence,1.87,1.87,,2.433,242
independence day,3.3,,3.3,,
independency,1.6,1.6,,,
independent,2.04,2.04,,3.0,
independent agency,3.18,,3.18,,
independent clause,2.9,,2.9,,
independent means,2.2,,2.2,,
independent school,3.7,,3.7,,
independent travel,3.3,,3.3,,
independent traveller,3.45,,3.45,,
independent variable,2.7,,2.7,,
independently,1.88,1.88,,,
independently wealthy,3.2,,3.2,,
indescribability,1.32,1.32,,,
indescribable,1.5,1.5,,,
indescribably,1.7,1.7,,,
indestructibility,2.24,2.24,,,
indestructible,2.46,2.46,,,
indestructibleness,2.5,2.5,,,
indestructibly,2.48,2.48,,,
indetectable,2.18,2.18,,,
indeterminable,1.57,1.57,,,
indeterminably,1.72,1.72,,,
indeterminacy,1.39,1.39,,,
indeterminate,1.5,1.5,,,
indeterminately,1.29,1.29,,,
indetermination,1.46,1.46,,,
index,3.43,3.43,,4.455,
index card,4.09,,4.09,,
index case,3.3,,3.3,,
index finger,4.89,4.89,4.64,,
index fund,3.3,,3.3,,
index number,3.7,,3.7,,
index of refraction,3.0,,3.0,,
index register,4.1,,4.1,,
index term,3.09,,3.09,,
indexed,2.92,2.92,,,
indexing,2.54,2.54,,,
indexless,1.7,1.7,,,
India ink,4.36,,4.36,,
India rubber,4.45,,4.45,,
indian,4.48,,,,622
indian chief,3.8,,3.8,,
Indian club,3.3,,3.3,,
Indian corn,4.67,,4.67,,
Indian file,3.4,,3.4,,
Indian giver,2.2,,2.2,,
indian hemp,4.82,,4.82,,
Indian ink,3.5,,3.5,,
indian lettuce,4.09,,4.09,,
Indian Ocean,4.2,,4.2,,
Indian paintbrush,4.5,,4.5,,
indian pipe,4.0,,4.0,,
Indian red,3.55,,3.55,,
indian rupee,4.64,,4.64,,
indian salad,4.57,,4.57,,
Indian sign,4.0,,4.0,,
Indian summer,2.7,,2.7,,
Indian wrestling,3.9,,3.9,,
Indianapolis 500,4.56,,4.56,,
indicate,2.39,2.39,,,
indication,1.97,1.97,,,282
indicative,1.75,1.75,,,
indicatively,1.52,1.52,,,
indicator,2.73,2.73,,,
indicator board,3.8,,3.8,,
indicator lamp,4.5,,4.5,,
indicator panel,4.0,,4.0,,
indicatory,2.1,2.1,,,
indices,2.78,2.78,,,
indict,2.6,2.6,,,
indictment,2.74,2.74,,,
indie,2.36,2.36,,,
indie rock band,3.8,,3.8,,
indifference,1.85,1.85,,,
indifferent,1.89,1.89,,3.0,253
indifferently,2.04,2.04,,,
indigenous,2.24,2.24,,,275
indigenous language,3.2,,3.2,,
indigenous people's day,2.31,,2.31,,
indigenously,2.19,2.19,,,
indigenousness,1.79,1.79,,,
indigent,1.79,1.79,,,
indigently,2.0,2.0,,,
indigested,2.5,2.5,,,
indigestibility,2.42,2.42,,,
indigestible,2.48,2.48,,,
indigestibly,2.48,2.48,,,
indigestion,3.57,3.57,,,
indigestive,2.6,2.6,,,
indignant,1.71,1.71,,,
indignantly,1.89,1.89,,,
indignation,2.37,2.37,,,
indignity,1.56,1.56,,,
indigo,4.36,4.36,,,
indigo bird,4.2,,4.2,,
indigo broom,4.1,,4.1,,
indigo finch,4.18,,4.18,,
indirect,2.57,2.57,,,
indirect antonym,2.27,,2.27,,
indirect cost,2.8,,2.8,,
indirect discourse,2.06,,2.06,,
indirect evidence,2.55,,2.55,,
indirect fire,3.09,,3.09,,
indirect free kick,3.71,,3.71,,
indirect lighting,4.18,,4.18,,
indirect object,2.7,,2.7,,
indirect question,1.8,,1.8,,
indirect request,2.7,,2.7,,
indirect speech,2.3,,2.3,,
indirect tax,2.8,,2.8,,
indirect taxation,2.8,,2.8,,
indirectly,1.82,1.82,,,
indirectness,1.88,1.88,,,
indiscernible,1.59,1.59,,,
indiscernibly,1.8,1.8,,,
indiscipline,1.68,1.68,,,
indiscoverable,1.67,1.67,,,
indiscreet,1.8,1.8,,,
indiscreetly,2.25,2.25,,,
indiscreetness,1.59,1.59,,,
indiscrete,2.03,2.03,,,
indiscretion,1.61,1.61,,,250
indiscriminate,1.64,1.64,,,
indiscriminately,1.86,1.86,,,
indiscriminateness,1.71,1.71,,,
indiscriminating,1.89,1.89,,,
indiscriminatingly,1.87,1.87,,,
indiscrimination,2.0,2.0,,,
indiscriminative,1.4,1.4,,,
indispensability,2.13,2.13,,,
indispensable,2.07,2.07,,,
indispensableness,1.6,1.6,,,
indispensably,1.59,1.59,,,
indispose,2.0,2.0,,,
indisposed,1.75,1.75,,,
indisposition,1.92,1.92,,,
indisputability,1.54,1.54,,,
indisputable,1.89,1.89,,,
indisputableness,1.62,1.62,,,
indisputably,1.58,1.58,,,
indistinct,1.68,1.68,,,
indistinctive,1.42,1.42,,,
indistinctively,1.85,1.85,,,
indistinctiveness,1.37,1.37,,,
indistinctly,1.63,1.63,,,
indistinctness,1.56,1.56,,,
indistinguishable,2.52,2.52,,,
indistinguishableness,2.0,2.0,,,
indistinguishably,1.61,1.61,,,
indivertible,1.46,1.46,,,
individual,3.52,3.52,,,474
individual pursuit,2.73,,2.73,,
individual retirement account,3.5,,3.5,,
individualism,1.88,1.88,,,
individualist,2.76,2.76,,,
individualistic,1.85,1.85,,,
individualistically,1.7,1.7,,,
individuality,2.07,2.07,,,
individualization,1.59,1.59,,,
individualize,2.38,2.38,,,
individually,2.48,2.48,,,
individuation,1.96,1.96,,,
indivisibility,2.19,2.19,,,
indivisible,2.26,2.26,,,
indivisibleness,1.64,1.64,,,
indivisibly,2.27,2.27,,,
indoctrinate,2.0,2.0,,,
indoctrination,1.88,1.88,,,
indoctrinator,2.83,2.83,,,
indolence,1.74,,,,211
indoor,3.64,3.64,,5.441,
indoor garden,4.8,,4.8,,
indoor season,2.64,,2.64,,
indoors,4.17,4.17,,,
indubitable,1.8,1.8,,,
indubitableness,1.44,1.44,,,
indubitably,1.69,1.69,,,
induce,2.34,2.34,,3.143,
induced,2.15,2.15,,,
induced abortion,3.77,,3.77,,
inducement,2.36,2.36,,,288
inducer,2.39,2.39,,,
induct,2.59,2.59,,,
inductee,4.0,4.0,,,
induction,2.62,2.62,,,
induction coil,4.36,,4.36,,
induction course,3.5,,3.5,,
induction heating,4.2,,4.2,,
induction loop,3.0,,3.0,,
induction of labor,2.73,,2.73,,
induction programme,3.1,,3.1,,
inductive,2.04,2.04,,,
inductive reasoning,2.3,,2.3,,
inductive voltage divider,3.7,,3.7,,
inductively,1.64,1.64,,,
inductiveness,1.8,1.8,,,
inductor,3.0,3.0,,,
indulge,2.56,2.56,,,
indulge in,2.5,,2.5,,
indulgence,1.81,1.81,,,
indulgenced,1.83,1.83,,,
indulgency,1.69,1.69,,,
indulgent,1.55,1.55,,,272
indulgently,1.96,1.96,,,
indulger,1.96,1.96,,,
indulging,2.07,2.07,,,
indurated clay,4.1,,4.1,,
industrial,3.0,3.0,,4.6,
industrial action,3.27,,3.27,,
industrial age,2.1,,2.1,,
industrial archaeology,3.0,,3.0,,
industrial arts,3.3,,3.3,,
industrial bank,3.3,,3.3,,
industrial design,3.7,,3.7,,
industrial disease,3.0,,3.0,,
industrial dispute,2.18,,2.18,,
industrial engineering,3.7,,3.7,,
industrial espionage,2.7,,2.7,,
industrial estate,3.0,,3.0,,
industrial management,2.9,,2.9,,
industrial mask,4.5,,4.5,,
industrial music,3.5,,3.5,,
industrial output,3.3,,3.3,,
industrial park,4.62,,4.62,,
industrial plant,4.8,,4.8,,
industrial process,3.0,,3.0,,
industrial relations,2.2,,2.2,,
industrial revolution,2.45,,2.45,,
industrial school,4.1,,4.1,,
industrial strength,3.12,,3.12,,
industrial tribunal,3.0,,3.0,,
industrial union,3.9,,3.9,,
industrialism,1.93,1.93,,,
industrialist,3.0,3.0,,,
industrialization,2.12,2.12,,,
industrialize,2.14,2.14,,,
industrially,1.96,1.96,,,
industrious,2.0,2.0,,,
industriously,2.11,2.11,,,
industriousness,1.63,1.63,,,
industry,3.29,3.29,,4.486,479
indwelling catheter,4.0,,4.0,,
indy car,4.8,,4.8,,
indy car racing,4.6,,4.6,,
indy racing,4.27,,4.27,,
inebriant,3.0,3.0,,,
inebriate,2.54,2.54,,,
inebriated,2.64,2.64,,2.933,
inebriation,3.35,3.35,,,
inebriety,2.69,,,,353
inedibility,2.33,2.33,,,
inedible,2.58,2.58,,,
ineffective,1.57,1.57,,,
ineffectively,1.75,1.75,,,
ineffectiveness,1.96,1.96,,,
ineffectual,2.12,2.12,,,
ineffectually,1.65,1.65,,,
ineffectualness,1.59,1.59,,,
inefficacy,1.75,1.75,,,
inefficiency,1.57,1.57,,,225
inefficient,2.0,2.0,,2.177,
inefficiently,1.93,1.93,,,
inelasticity,2.57,2.57,,,
inelegance,1.96,1.96,,,
inelegant,2.0,2.0,,,
inelegantly,1.96,1.96,,,
ineligibility,1.69,1.69,,,
ineligible,2.04,2.04,,,
ineligibly,1.55,1.55,,,
ineloquent,1.43,1.43,,,
ineloquently,1.5,1.5,,,
inept,1.74,1.74,,,
ineptitude,1.79,1.79,,,
ineptly,1.61,1.61,,,
ineptness,2.14,2.14,,,
inequality,2.28,2.28,,,
inequitable,1.4,1.4,,,
inequitably,1.38,1.38,,,
inequity,1.69,1.69,,,
inert,2.5,2.5,,,
inert gas,3.27,,3.27,,
inertia,2.43,2.43,,,
inertial frame,3.17,,3.17,,
inertial guidance,2.3,,2.3,,
inertial mass,2.6,,2.6,,
inertial reference frame,2.4,,2.4,,
inertly,1.88,1.88,,,
inertness,1.9,1.9,,,
inescapable,2.21,2.21,,,
inescapably,2.37,2.37,,,
inessential,1.36,1.36,,,
inestimable,1.57,1.57,,,
inestimably,1.68,1.68,,,
inevitability,1.52,1.52,,,
inevitable,1.54,1.54,,,
inevitable accident,2.0,,2.0,,
inevitableness,1.76,1.76,,,
inevitably,1.52,1.52,,,
inexact,1.52,1.52,,,
inexactly,1.52,1.52,,,
inexactness,1.48,1.48,,,
inexcusability,1.62,1.62,,,
inexcusable,1.57,1.57,,,
inexcusableness,1.46,1.46,,,
inexcusably,1.72,1.72,,,
inexhaustibility,1.59,1.59,,,
inexhaustible,1.92,1.92,,,
inexhaustibleness,1.92,1.92,,,
inexhaustibly,2.38,2.38,,,
inexistence,1.42,1.42,,,
inexistent,1.71,1.71,,,
inexorability,1.71,1.71,,,
inexorableness,1.36,1.36,,,
inexorably,1.74,1.74,,,
inexpensive,2.22,2.22,,,
inexpensively,2.37,2.37,,,
inexpensiveness,1.92,1.92,,,
inexperience,1.83,1.83,,,247
inexperienced,1.9,1.9,,,
inexperienced person,2.7,,2.7,,
inexpertly,1.77,1.77,,,
inexplicability,1.54,1.54,,,
inexplicable,1.21,1.21,,,
inexplicableness,1.5,1.5,,,
inexplicably,1.57,1.57,,,
inexplicit,2.0,2.0,,,
inexplicitly,1.58,1.58,,,
inexplicitness,1.37,1.37,,,
inexpressible,1.69,1.69,,,
inexpressibleness,1.67,1.67,,,
inexpressibly,1.44,1.44,,,
inexpressive,2.2,2.2,,,
inexpressively,1.86,1.86,,,
inexpressiveness,1.74,1.74,,,
inextinguishable,2.62,2.62,,,
inextinguishably,2.04,2.04,,,
inextricability,1.9,1.9,,,
inextricably,1.5,1.5,,,
Inf,1.36,1.36,,,
infallibility,1.48,1.48,,,225
infallible,1.88,1.88,,,
infallibly,1.54,1.54,,,
infamous,1.76,1.76,,,
infamously,1.68,1.68,,,
infamousness,1.81,1.81,,,
infamy,1.75,1.75,,,
infancy,3.2,3.2,,,
infant,4.93,4.93,,6.0,579
infant car seat,4.7,,4.7,,
infant carrier,4.6,,4.6,,
infant death,3.6,,3.6,,
infant feeding,4.0,,4.0,,
infant formula,4.4,,4.4,,
infant mortality,3.0,,3.0,,
infant mortality rate,2.8,,2.8,,
infant prodigy,3.0,,3.0,,
infant school,4.0,,4.0,,
infanthood,3.07,3.07,,,
infantile,2.52,2.52,,,
infantile fixation,3.18,,3.18,,
infantile paralysis,2.7,,2.7,,
infantilism,1.75,1.75,,,
infantry,4.0,4.0,,,530
infantryman,4.36,4.36,,,
infarction,2.15,2.15,,,
infatuate,1.77,1.77,,,
infatuated,1.7,1.7,,,
infatuation,2.24,2.24,,3.0,
